normalized_author,author_id,message_count,thread_count,first_year,last_year,top_topic,top_list_function,resolved_replies_sent,resolved_replies_received,author_status
hpatel at ccmail.muller.com,indology-author-746865b73a,1,1,1996,1996,General scholarly discussion,philological discussion,0,0,needs_review
hsa01dk at scorpio.goldsmiths.ac.uk,indology-author-77ea1ade46,1,1,1994,1994,General scholarly discussion,general discussion,0,1,needs_review
hueckst at cc.UManitoba.CA,indology-author-df5a46ad65,1,1,1996,1996,General scholarly discussion,general discussion,1,0,needs_review
hzhao at sas.upenn.edu,indology-author-48c71285f4,1,1,1997,1997,General scholarly discussion,general discussion,0,1,needs_review
iplel,indology-author-e65c4ddd03,1,1,2001,2001,General scholarly discussion,general discussion,1,0,needs_review
jack at teleport.com,indology-author-d6934bc32a,1,1,1994,1994,Digital resources and tools,digital resource/tool,0,2,needs_review
jai at mantra.com,indology-author-78e793ef77,1,1,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
james.hartzell at gmail.com,indology-author-9afa4d7b59,1,1,2014,2014,Digital resources and tools,digital resource/tool,1,2,needs_review
jbronkho at ulys.unil.ch,indology-author-6abb9d5957,1,1,1993,1993,General scholarly discussion,general discussion,0,0,needs_review
jeb2104,indology-author-c4789310b2,1,1,2016,2016,General scholarly discussion,general discussion,0,0,needs_review
jemhouben at gmail.com,indology-author-072f62c983,1,1,2017,2017,Texts and philology,general discussion,1,1,needs_review
jgoda at f47serv.mitre.org,indology-author-737d0d7541,1,1,1993,1993,General scholarly discussion,general discussion,1,0,needs_review
joel,indology-author-4816dabf8d,1,1,2006,2006,General scholarly discussion,general discussion,0,0,needs_review
jothi mani,indology-author-d1d07f90f7,1,1,2000,2000,General scholarly discussion,general discussion,0,0,confirmed
jp,indology-author-0f41a0b3b7,1,1,1999,1999,General scholarly discussion,general discussion,1,0,needs_review
jpeterson,indology-author-1fdae3360e,1,1,2020,2020,General scholarly discussion,general discussion,1,0,needs_review
juvvadi at allegra.att.com,indology-author-646af04025,1,1,1995,1995,General scholarly discussion,general discussion,0,1,needs_review
kalie at oslonett.no,indology-author-dcc943b0d1,1,1,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
kavi at chetana.com,indology-author-d9d75d8447,1,1,1997,1997,General scholarly discussion,general discussion,0,0,needs_review
keith williams,indology-author-2e52053f4f,1,1,1999,1999,General scholarly discussion,general discussion,0,3,confirmed
kellneb5,indology-author-4f0149d579,1,1,2000,2000,General scholarly discussion,identification/help request,0,2,needs_review
kharimot at mail.sas.upenn.edu,indology-author-c2f342d4ec,1,1,1994,1994,General scholarly discussion,identification/help request,1,0,needs_review
kish at jove.rutgers.edu,indology-author-97aa519e78,1,1,1993,1993,General scholarly discussion,general discussion,1,0,needs_review
koenraad.elst,indology-author-46a92be4fc,1,1,2018,2018,General scholarly discussion,general discussion,1,0,needs_review
kp at max.ee.lsu.edu,indology-author-acc1bf9bab,1,1,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
ksn2 at Lehigh.EDU,indology-author-14681e7265,1,1,1995,1995,General scholarly discussion,general discussion,1,0,needs_review
lata deokar,indology-author-555154e3b0,1,1,1998,1998,General scholarly discussion,general discussion,1,0,confirmed
lbigelow at sas.upenn.edu,indology-author-9b2c8460c5,1,1,1995,1995,General scholarly discussion,general discussion,1,0,needs_review
leanne seedorff,indology-author-0510e3a52e,1,1,1994,1994,General scholarly discussion,general discussion,1,0,confirmed
ljaks at pacificnet.net,indology-author-bef6e138e6,1,1,1997,1997,General scholarly discussion,general discussion,0,1,needs_review
lmfosse at CHELLO.NO,indology-author-21d2cac968,1,1,2005,2005,Teaching and pedagogy,general discussion,0,1,needs_review
lucinda bell,indology-author-9afd93fc0a,1,1,1999,1999,General scholarly discussion,general discussion,1,0,confirmed
lusthaus,indology-author-a50f1c4741,1,1,1996,1996,General scholarly discussion,general discussion,1,0,needs_review
m.s.oort,indology-author-ab6bfc18e1,1,1,2012,2012,General scholarly discussion,general discussion,0,0,needs_review
m.wielinska-soltwedel at gmx.net,indology-author-78ef33a732,1,1,2026,2026,General scholarly discussion,general discussion,0,0,needs_review
malaiya at ives.CS.ColoState.EDU,indology-author-f8a3974a59,1,1,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
marcinl at hum.amu.edu.pl,indology-author-43573026d3,1,1,1997,1997,Texts and philology,general discussion,0,1,needs_review
marcoferrante80 at gmail.com,indology-author-0853c69790,1,1,2020,2020,Grammar and linguistics,philological discussion,0,0,needs_review
mbauri,indology-author-2f6c4a1f16,1,1,2001,2001,General scholarly discussion,general discussion,1,0,needs_review
mbbednar at students.wisc.edu,indology-author-7e6c992254,1,1,1995,1995,List administration,list administration,0,0,needs_review
mdrosse at pobox.upenn.edu,indology-author-20ccba7cf1,1,1,1995,1995,General scholarly discussion,identification/help request,0,0,needs_review
mdroz,indology-author-08668780c9,1,1,1999,1999,General scholarly discussion,general discussion,0,0,needs_review
michal16 at netquandry.net,indology-author-97c576e1e7,1,1,1996,1996,List administration,list administration,0,0,needs_review
michiya at rh.u-tokai.ac.jp,indology-author-a35c013d98,1,1,1997,1997,General scholarly discussion,general discussion,1,0,needs_review
micki,indology-author-d90d719e2f,1,1,1995,1995,General scholarly discussion,general discussion,1,0,needs_review
mjs at spicemail.cc,indology-author-70ac55ef33,1,1,2025,2025,Announcements and events,job/position,0,0,needs_review
mkapstei,indology-author-164cc61b36,1,1,2017,2017,General scholarly discussion,general discussion,1,0,needs_review
mtwm,indology-author-7a0bd6af6d,1,1,2014,2014,Bibliographic requests,general discussion,1,0,needs_review
muthu at lecter.Stanford.EDU,indology-author-7b45af4715,1,1,1993,1993,General scholarly discussion,general discussion,0,1,needs_review
muthu lakshmy,indology-author-96f6a8bd04,1,1,2000,2000,General scholarly discussion,general discussion,0,0,confirmed
nagata keisuke,indology-author-76f39f11b6,1,1,1996,1996,General scholarly discussion,general discussion,0,0,confirmed
narain at EDU.BU.BU-PUB,indology-author-84ea572a31,1,1,1992,1992,General scholarly discussion,general discussion,0,3,needs_review
narain at acs.bu.edu,indology-author-7ef7c4a6fd,1,1,1993,1993,Digital resources and tools,digital resource/tool,0,0,needs_review
naru at crlmail.uchicago.edu,indology-author-3d84160455,1,1,1995,1995,Veda and ritual,general discussion,0,0,needs_review
nayak at inetport.com,indology-author-9611e99190,1,1,1997,1997,General scholarly discussion,general discussion,1,0,needs_review
nishit khushal mehta,indology-author-026fbb85f8,1,1,1996,1996,History and culture,general discussion,0,0,confirmed
nmmcgovern81 at gmail.com,indology-author-aa54083e21,1,1,2025,2025,General scholarly discussion,general discussion,1,1,needs_review
noel at freenet.carleton.ca,indology-author-bdd22adf7f,1,1,1997,1997,General scholarly discussion,general discussion,0,0,needs_review
nowmonika,indology-author-ecdf54677c,1,1,2014,2014,General scholarly discussion,general discussion,1,0,needs_review
oclc-fs at oclc.org,indology-author-dcdb8e96e1,1,1,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
olga serbaeva,indology-author-0ccb13fad6,1,1,2014,2014,Announcements and events,job/position,0,0,confirmed
onians at GOOGLEMAIL.COM,indology-author-de125a49e3,1,1,2009,2009,Digital resources and tools,digital resource/tool,1,0,needs_review
pam,indology-author-bd5ce5fdaa,1,1,2000,2000,General scholarly discussion,general discussion,1,0,needs_review
pannell at vax.ox.ac.uk,indology-author-8061685ca0,1,1,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
pclaus at seq.csuhayward.edu,indology-author-57896b574b,1,1,1993,1993,General scholarly discussion,general discussion,0,0,needs_review
peg!paua at ORG.IGC,indology-author-8f783f4db2,1,1,1991,1991,History and culture,general discussion,0,1,confirmed
pete at nwfdc.nwf.org,indology-author-4e2629eff3,1,1,1994,1994,General scholarly discussion,general discussion,0,2,needs_review
petr at merle.acns.nwu.edu,indology-author-ead6ebd6e7,1,1,1994,1994,General scholarly discussion,identification/help request,0,1,needs_review
pgaeffke at ccat.sas.upenn.edu,indology-author-8325779f2d,1,1,1997,1997,General scholarly discussion,general discussion,1,0,needs_review
pieter-jan van eggermont,indology-author-e920ed14ca,1,1,2001,2001,General scholarly discussion,general discussion,0,0,confirmed
pjain at stern.nyu.edu,indology-author-03b79ca41c,1,1,1993,1993,Veda and ritual,general discussion,0,0,needs_review
pkoskikallio,indology-author-9c44d5b6fa,1,1,2018,2018,Veda and ritual,general discussion,0,0,needs_review
ponsjehk,indology-author-671c2ebdf1,1,1,2020,2020,General scholarly discussion,general discussion,0,0,needs_review
prasanna at tesla.mayo.EDU,indology-author-527a4b2aca,1,1,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
prasg at informix.com,indology-author-4426b37bb9,1,1,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
proj3 at nicolaua.uab.es,indology-author-3a77222839,1,1,1996,1996,List administration,list administration,1,0,needs_review
provasi at ling.unipi.it,indology-author-6f6262553c,1,1,1996,1996,General scholarly discussion,identification/help request,0,0,needs_review
rajanawab at comcast.net,indology-author-6e2baf12f6,1,1,2014,2014,History and culture,general discussion,0,0,needs_review
ramakrishnan at mail.utexas.edu,indology-author-c25c582305,1,1,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
rebecca ruth armstrong,indology-author-b29b61da1e,1,1,1996,1996,Announcements and events,announcement/event,0,0,confirmed
rm11,indology-author-9edece16e2,1,1,1995,1995,General scholarly discussion,general discussion,1,0,needs_review
rnkovacs at ix.netcom.com,indology-author-cebd183913,1,1,1995,1995,Announcements and events,announcement/event,0,0,needs_review
robgood at mail.utexas.edu,indology-author-5e25e8431b,1,1,1996,1996,Manuscripts and epigraphy,general discussion,0,1,needs_review
robin at utafll.uta.edu,indology-author-51d8513532,1,1,1993,1993,General scholarly discussion,general discussion,0,0,needs_review
romila at spacpl.com,indology-author-7318087cb8,1,1,2005,2005,General scholarly discussion,general discussion,1,0,needs_review
roytzo at post.tau.ac.il,indology-author-bdc02a7772,1,1,2015,2015,Bibliographic requests,identification/help request,0,0,needs_review
rrocher at edu.upenn.sas.ac.uk,indology-author-9b2e39eb49,1,1,1994,1994,Bibliographic requests,general discussion,0,1,needs_review
rz2a016 at rzaix01.rrz.uni-hamburg.de,indology-author-abeba1a0ee,1,1,1993,1993,General scholarly discussion,general discussion,0,0,needs_review
s-collins at uchicago.edu,indology-author-54e1e32c03,1,1,1994,1994,General scholarly discussion,debate/controversy,1,0,needs_review
s.raman at utoronto.ca,indology-author-3ce2a691f9,1,1,2018,2018,General scholarly discussion,general discussion,1,1,needs_review
sadasivam%uhavax.dnet at ipgate.hartford.edu,indology-author-bd6b446a80,1,1,1993,1993,General scholarly discussion,general discussion,0,1,confirmed
sagrj at uts.cc.utexas.edu,indology-author-7f0cc8a9c2,1,1,1994,1994,General scholarly discussion,general discussion,0,0,needs_review
sander hens,indology-author-4578f4f937,1,1,2017,2017,Announcements and events,announcement/event,0,0,confirmed
sandip at lewis.EE.CORNELL.EDU,indology-author-26517fca4d,1,1,1993,1993,General scholarly discussion,general discussion,1,0,needs_review
sconyerd,indology-author-391d72c632,1,1,1998,1998,General scholarly discussion,general discussion,0,0,needs_review
seanhud at europa.com,indology-author-812afb7c92,1,1,1996,1996,History and culture,general discussion,0,1,needs_review
seemc000 at goofy.zdv.Uni-Mainz.de,indology-author-434ef99f14,1,1,1996,1996,General scholarly discussion,general discussion,1,0,needs_review
selindqu at midway.uchicago.edu,indology-author-01f4eb5283,1,1,1996,1996,Announcements and events,announcement/event,0,0,needs_review
sellmers at gmx.de,indology-author-a83904fad2,1,1,2021,2021,General scholarly discussion,general discussion,1,1,needs_review
sennicolas,indology-author-a2b840070c,1,1,2021,2021,General scholarly discussion,general discussion,1,1,needs_review
shubha shanthamurthy,indology-author-c8598b2dbd,1,1,2016,2016,History and culture,general discussion,0,0,confirmed
shyamr at YORKU.CA,indology-author-44f42336fd,1,1,2007,2007,Announcements and events,job/position,0,0,needs_review
sibal at lily.ho.att.com,indology-author-f643422001,1,1,1996,1996,Digital resources and tools,digital resource/tool,0,0,needs_review
sisira.jayasinghe at sdrc.com,indology-author-beb9eb1c6f,1,1,1994,1994,Buddhism and Jainism,general discussion,0,0,needs_review
som at deakin.edu.au,indology-author-939e12b673,1,1,1995,1995,General scholarly discussion,general discussion,0,0,needs_review
soni at staff.Uni-Marburg.DE,indology-author-3f8642129c,1,1,2018,2018,Announcements and events,job/position,0,0,needs_review
spencer austin leonard,indology-author-648d71e9c5,1,1,1996,1996,General scholarly discussion,general discussion,1,0,confirmed
sprajapati22,indology-author-e50c0271d8,1,1,2015,2015,General scholarly discussion,general discussion,0,0,needs_review
sreeni at ktp.uni-paderborn.de,indology-author-bbc94beaab,1,1,1996,1996,General scholarly discussion,general discussion,1,0,needs_review
sreenivasa.nittala at blr.sni.de,indology-author-40cd90dd81,1,1,1997,1997,Announcements and events,announcement/event,0,0,needs_review
srinivas at sas.upenn.edu,indology-author-8e43824116,1,1,1994,1994,Manuscripts and epigraphy,general discussion,0,0,needs_review
st31 at sdcc12.ucsd.edu,indology-author-2174926ac0,1,1,1995,1995,General scholarly discussion,general discussion,0,2,needs_review
stautzebach,indology-author-ea745cc81d,1,1,1997,1997,General scholarly discussion,general discussion,0,0,needs_review
stephen,indology-author-06fa905d7f,1,1,1998,1998,General scholarly discussion,general discussion,1,0,needs_review
steve,indology-author-9ce5770b3b,1,1,2000,2000,General scholarly discussion,general discussion,0,1,needs_review
strauchi at zedat.fu-berlin.de,indology-author-04f3bbb082,1,1,2007,2007,General scholarly discussion,general discussion,1,0,needs_review
surya narayan,indology-author-056557022a,1,1,2001,2001,General scholarly discussion,general discussion,0,0,confirmed
svadchi,indology-author-50d56b40ac,1,1,1999,1999,General scholarly discussion,general discussion,1,0,needs_review
svadchi at agf.fr,indology-author-51b02d8827,1,1,1996,1996,General scholarly discussion,general discussion,0,0,needs_review
sweta prajapati,indology-author-1236387d6f,1,1,2015,2015,General scholarly discussion,general discussion,0,0,confirmed
t70,indology-author-10750c11bf,1,1,2000,2000,General scholarly discussion,general discussion,1,1,needs_review
tadi bapanamba,indology-author-b076bdd802,1,1,2025,2025,Buddhism and Jainism,general discussion,1,0,confirmed
"tamhane, pushkar",indology-author-20c51184a4,1,1,1992,1992,General scholarly discussion,general discussion,1,0,confirmed
